"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight"
"1","GTR","relaxed_log_normal","birth_death",-6389.77543762098,6.59459727491847,0.000000000296439310774451
"2","GTR","relaxed_log_normal","coalescent_bayesian_skyline",-6400.40562237574,6.40972204254125,7.16646879645543e-15
"3","GTR","relaxed_log_normal","coalescent_constant_population",-6393.50785814338,6.29080855548226,7.09522476642898e-12
"4","GTR","relaxed_log_normal","coalescent_exp_population",-6386.22014231841,5.86069001521527,0.0000000103748284978492
"5","GTR","relaxed_log_normal","yule",-6391.75673490205,5.9061249257492,4.0876087362195e-11
"6","GTR","strict","birth_death",-6378.62044991643,5.13868334171683,0.0000207245639015418
"7","GTR","strict","coalescent_bayesian_skyline",-6405.94304497572,6.70394289425489,2.82119519251418e-17
"8","GTR","strict","coalescent_constant_population",-6400.0962241593,5.7261354988221,9.7650653124243e-15
"9","GTR","strict","coalescent_exp_population",-6385.99492755823,5.77346919045397,0.0000000129954240044113
"10","GTR","strict","yule",-6396.44032563118,6.10587559884381,3.77930297643382e-13
"11","HKY","relaxed_log_normal","birth_death",-6377.86604143884,5.00402560504835,0.000044067746202691
"12","HKY","relaxed_log_normal","coalescent_bayesian_skyline",-6391.05373190061,6.09243833639968,8.25618931806126e-11
"13","HKY","relaxed_log_normal","coalescent_constant_population",-6398.60116188214,6.23588019897911,4.35484246763759e-14
"14","HKY","relaxed_log_normal","coalescent_exp_population",-6388.24334046869,5.36029375064504,0.00000000137188318750638
"15","HKY","relaxed_log_normal","yule",-6368.6771380521,4.29310385283781,0.431331201519891
"16","HKY","strict","birth_death",-6394.67999891613,5.83661093445778,2.19741400545415e-12
"17","HKY","strict","coalescent_bayesian_skyline",-6392.01831925788,6.09108497234614,3.14676764696908e-11
"18","HKY","strict","coalescent_constant_population",-6382.19717568181,5.33457438591272,0.000000579606353496102
"19","HKY","strict","coalescent_exp_population",-6381.21103315917,5.1161922840117,0.00000155385107794213
"20","HKY","strict","yule",-6392.56431724473,5.98124863384783,1.82280731839416e-11
"21","JC69","relaxed_log_normal","birth_death",-6368.83238947361,4.353922247544,0.369305724425912
"22","JC69","relaxed_log_normal","coalescent_bayesian_skyline",-6382.68689499244,5.51059726347216,0.00000035518183216395
"23","JC69","relaxed_log_normal","coalescent_constant_population",-6373.07990766242,3.58055603784577,0.00528095331594758
"24","JC69","relaxed_log_normal","coalescent_exp_population",-6372.55998240287,4.71596626535545,0.00888204562130809
"25","JC69","relaxed_log_normal","yule",-6372.54990885117,4.63617785456306,0.00897197154334979
"26","JC69","strict","birth_death",-6374.06038774771,5.1262740543163,0.00198104909111878
"27","JC69","strict","coalescent_bayesian_skyline",-6371.28251362077,4.84320456889497,0.0318647593108143
"28","JC69","strict","coalescent_constant_population",-6370.2521326631,4.27558900864918,0.089289297599979
"29","JC69","strict","coalescent_exp_population",-6371.25203998575,4.19316642083951,0.0328507412824244
"30","JC69","strict","yule",-6373.70254963973,4.40939305694851,0.00283336388120631
"31","TN93","relaxed_log_normal","birth_death",-6377.22455975454,4.53553079778214,0.0000836975595986457
"32","TN93","relaxed_log_normal","coalescent_bayesian_skyline",-6373.29688060335,4.019715519643,0.00425091261468986
"33","TN93","relaxed_log_normal","coalescent_constant_population",-6385.21391582132,5.59432134037761,0.0000000283778534467425
"34","TN93","relaxed_log_normal","coalescent_exp_population",-6382.10132664172,4.5846902832385,0.00000063791064096195
"35","TN93","relaxed_log_normal","yule",-6383.41755103219,5.06870876751891,0.000000171053063609755
"36","TN93","strict","birth_death",-6379.50148164684,4.95440255311717,0.00000858733057627941
"37","TN93","strict","coalescent_bayesian_skyline",-6395.08149689021,6.28272032950888,1.47076583723007e-12
"38","TN93","strict","coalescent_constant_population",-6372.17938638619,4.01071514946864,0.012995821853407
"39","TN93","strict","coalescent_exp_population",-6381.10392070355,4.37936871607395,0.00000172952857527116
"40","TN93","strict","yule",-6393.47055428455,5.65118030008363,7.36490277221736e-12
